Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
IFB,"IFB 7 Kg 5 Star AI Powered Fully Automatic Front Load Washing Machine 2X Power Steam (DIVA AQUA MXS 7010, 2023 Model, Mocha, In-built Heater, 4 years Comprehensive Warranty)","₹27,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/IFB-DIVA-AQUA-MXS-7010/dp/B0C8TX869X/ref=sr_1_20?dib=eyJ2IjoiMSJ9.eaoHO_d6MVkG2089kYyEuwgEk5u4C8OqQXrm6QAvGTbZjvZr4cn6KgMOgtpMMKmiQETMN2py7TDGhqPV1QfieFI-938ezqZdB7l2jLSbb46ZuWVTybJc9o3v-H1qlyNfzjawTbru0MMmF1s4H3R6Gih2rVB-WhZM4iyVpO3rChlOU98gzeFpI4zddhi1_4iJ7bF0kfSn2FVA-QZ0ZFBKHK0pd2LmRaTcOobNe27RER4.CWuLjkObOUE0gSKOUfCAehueluwxLeXOOTTywWLgH5g&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266932&sr=8-20
Voltas,"Voltas Beko 7 Kg 5 Star Fully-Automatic Top-Loading Washing Machine (WTL70, Dark Grey, 2023 Model, Monsoon Dry)","₹14,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTYzMTU5ODgyODU1MTA2OjE3MTMyNjY5MzI6c3BfYnRmOjMwMDAyNzE3NTg4NDYzMjo6MDo6&url=%2FVoltas-Beko-Fully-Automatic-Top-Loading-WTL70%2Fdp%2FB0C9M1ZM5S%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.eaoHO_d6MVkG2089kYyEuwgEk5u4C8OqQXrm6QAvGTbZjvZr4cn6KgMOgtpMMKmiQETMN2py7TDGhqPV1QfieFI-938ezqZdB7l2jLSbb46ZuWVTybJc9o3v-H1qlyNfzjawTbru0MMmF1s4H3R6Gih2rVB-WhZM4iyVpO3rChlOU98gzeFpI4zddhi1_4iJ7bF0kfSn2FVA-QZ0ZFBKHK0pd2LmRaTcOobNe27RER4.CWuLjkObOUE0gSKOUfCAehueluwxLeXOOTTywWLgH5g%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266932%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Voltas,"Voltas Beko, A Tata Product 6.5 Kg 5 Star Fully Automatic Front Loading Washing Machine (2023 Model, WFL6512B7CUSKA/WXV, White, In-Built Heater)","₹21,990",-,"FREE delivery by Thu, 18 Apr, 7:00 am - 3:00 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTYzMTU5ODgyODU1MTA2OjE3MTMyNjY5MzI6c3BfYnRmOjMwMDE0MjYxNTU0NDczMjo6MDo6&url=%2FVoltas-Beko-Automatic-WFL6512B7CUSKA-WXV%2Fdp%2FB0CKZJVMFG%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.eaoHO_d6MVkG2089kYyEuwgEk5u4C8OqQXrm6QAvGTbZjvZr4cn6KgMOgtpMMKmiQETMN2py7TDGhqPV1QfieFI-938ezqZdB7l2jLSbb46ZuWVTybJc9o3v-H1qlyNfzjawTbru0MMmF1s4H3R6Gih2rVB-WhZM4iyVpO3rChlOU98gzeFpI4zddhi1_4iJ7bF0kfSn2FVA-QZ0ZFBKHK0pd2LmRaTcOobNe27RER4.CWuLjkObOUE0gSKOUfCAehueluwxLeXOOTTywWLgH5g%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266932%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
SHARP,"SHARP 7.5 kg Fully Automatic Top Load Washing Machine with Toughened Glass (EST75NGY/2023, Inox Grey, Hot & Cold Water Dual Inlet, Add Laundry)","₹17,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://aax-eu.amazon.in/x/c/RGMW0xBC1gU1tnqBKS7D_K4AAAGO5qq8WAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDfZENp/https://www.amazon.in/SHARP-Automatic-Washing-Machine-EST75NGY/dp/B0BW8ZPSS1/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0%3Aamzn1.sym.29651f77-3164-4105-8e83-b08340dd52f0&cv_ct_cx=washing+machine+fully+automatic&dib=eyJ2IjoiMSJ9.vp4o_Z2DLtRNi5bEuY__HA.ww_pGyl8rLCCFg9SlZm2xQXX0UvzNH_31e75PPPuM0s&dib_tag=se&keywords=washing+machine+fully+automatic&pd_rd_i=B0BW8ZPSS1&pd_rd_r=b87decba-7902-4554-b33b-924e3c384770&pd_rd_w=5vIgj&pd_rd_wg=TJcOE&pf_rd_p=29651f77-3164-4105-8e83-b08340dd52f0&pf_rd_r=QEAY9M6F5855MCR06452&qid=1713266932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1-25dedf61-9bde-4412-952b-c956ef4fc546
LG,"LG 9 Kg 5 Star Wi-Fi Inverter AI Direct Drive Fully-Automatic Front Load Washing Machine with In-Built Heater (FHP1209Z5M, 6 Motion DD & Steam for Hygiene Wash, Middle Black)","₹41,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfYXRmX25leHQ6MjAxNjQ2NjgyNzQzOTg6OjA6Og&url=%2FLG-Inverter-Fully-Automatic-Washing-FHP1209Z5M%2Fdp%2FB0C3LHV43S%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.I5uGNBn_mq_yDwHZqnCp2IXch6Dv--IrnmXISpJ52M_GjHj071QN20LucGBJIEps.DGSB6zcSMz061fDXYkxMT5FPjPMAJ3axdYM63M9qrkM%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
LG,"LG 7.5 Kg 5 Star Smart Inverter Fully-Automatic Top Load Washing Machine (T75SKMB1Z, Middle Black, TurboDrum | Smart Motion)","₹18,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfYXRmX25leHQ6MzAwMTQ0OTY2NTc1OTMyOjowOjo&url=%2FLG-Inverter-Fully-Automatic-T75SKMB1Z-TurboDrum%2Fdp%2FB0C3LPXHL3%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.I5uGNBn_mq_yDwHZqnCp2IXch6Dv--IrnmXISpJ52M_GjHj071QN20LucGBJIEps.DGSB6zcSMz061fDXYkxMT5FPjPMAJ3axdYM63M9qrkM%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
IFB,"IFB 6 Kg 5 Star Fully Automatic Front Load Washing Machine 2X Power Steam (DIVA AQUA BXS 6008, White & Black, In-built Heater, 4 years Comprehensive Warranty)","₹22,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/IFB-DIVA-AQUA-BXS-6008/dp/B09ZBJRGWH/ref=sr_1_19?dib=eyJ2IjoiMSJ9.I5uGNBn_mq_yDwHZqnCp2IXch6Dv--IrnmXISpJ52M_GjHj071QN20LucGBJIEps.DGSB6zcSMz061fDXYkxMT5FPjPMAJ3axdYM63M9qrkM&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-19
IFB,"IFB 6.5 Kg 5 Star Fully Automatic Top Load Washing Machine Aqua Conserve (TL-REW 6.5KG AQUA, White, Hard Water Wash, 4 Years Comprehensive Warranty)","₹17,590",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/IFB-6-5-Fully-Automatic-Loading-REW/dp/B084R6N14J/ref=sr_1_20?dib=eyJ2IjoiMSJ9.I5uGNBn_mq_yDwHZqnCp2IXch6Dv--IrnmXISpJ52M_GjHj071QN20LucGBJIEps.DGSB6zcSMz061fDXYkxMT5FPjPMAJ3axdYM63M9qrkM&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-20
Samsung,"Samsung 8 Kg, Eco Bubble Technology, Super Speed, Wi-Fi, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA80BG4546BDTL, Versailles Gray, Awarded as Washing Machine Brand of the year)","₹22,590",-,"FREE delivery as soon as Fri, 19 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-Automatic-Washing-Machine-WA80BG4546BDTL/dp/B0BR57BJQ1/ref=sr_1_21?dib=eyJ2IjoiMSJ9.I5uGNBn_mq_yDwHZqnCp2IXch6Dv--IrnmXISpJ52M_GjHj071QN20LucGBJIEps.DGSB6zcSMz061fDXYkxMT5FPjPMAJ3axdYM63M9qrkM&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-21
Samsung,"Samsung 9 kg, 5 star, Eco Bubble Technology, Wi-Fi, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA90BG4542BDTL, Versailles Gray, Awarded as Washing Machine Brand of the year)","₹23,990",-,"FREE delivery as soon as Fri, 19 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-Fully-Automatic-Ecobubble-WA90BG4542BDTL-technology/dp/B0B8NHPWZF/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-17
Samsung,"Samsung 7 kg, 5 star, Eco Bubble Technology with Super Speed, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4545BGTL, Light Gray, Awarded as Washing Machine Brand of the year)","₹19,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-Fully-Automatic-Ecobubble-WA70BG4545BGTL-technology/dp/B0B7JXYC24/ref=sr_1_18?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-18
Whirlpool,"Whirlpool 7Kg Top Load 5 Star Fully Automatic Top-Load Washing Machine(Whitemagic Classic GenX,10YMW, Grey)","₹15,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Whirlpool-Automatic-Top-Load-Washing-Whitemagic/dp/B0CF5LX4JK/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-19
Voltas,"Voltas Beko 7 Kg 5 Star Fully-Automatic Top-Loading Washing Machine (WTL70, Dark Grey, 2023 Model, Monsoon Dry)","₹14,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Voltas-Beko-Fully-Automatic-Top-Loading-WTL70/dp/B0C9M1ZM5S/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-20
LG,"LG 8 Kg 5 Star Inverter Direct Drive Touch Panel Fully Automatic Front Load Washing Machine (FHM1408BDM, Steam for Hygiene, In-Built Heater, 6 Motion DD, Middle Black)","₹34,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/LG-Inverter-Fully-Automatic-Washing-FHM1408BDM/dp/B0BMGGWGHV/ref=sr_1_21?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-21
LG,"LG 15 Kg 4 Star AI Direct Drive Wi-Fi Inverter Fully Automatic Front-Loading Washing Machine (2023 Model, FHT1415ZTM, 6 Motion DD & Steam for Hygiene Wash, Middle Black)","₹72,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfbXRmOjMwMDE0Mzg0NTMwOTIzMjo6MDo6&url=%2FLG-Inverter-Automatic-Front-Loading-FHT1415ZTM%2Fdp%2FB0CLJLWSNP%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Haier,"Haier 8 kg Fully Automatic Front Load Washing Machine with PuriSteam & Refresh, Starry Sliver",Limited,-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfbXRmOjMwMDE1NjU1MzYzMzkzMjo6MDo6&url=%2FHaier-Inverter-Automatic-Washing-HW80-IM12929CS6%2Fdp%2FB0BSN4Q1NT%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Bosch,"Bosch 7 kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ2416SIN, Silver, AI active water plus, In-Built Heater)","₹30,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Bosch-Inverter-Control-Automatic-Loading/dp/B08SR372S7/ref=sr_1_24?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-24
IFB,"IFB 7.0 Kg 5 Star Fully Automatic Top Load Washing Machine Aqua Conserve (TL-RES 7.0KG AQUA, Light Grey, Hard Water Wash, 4 Years Comprehensive Warranty)","₹19,650",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/IFB-TL-RES-7-0KG-AQUA-Comprehensive/dp/B097K6XBG2/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-25
Samsung,"Samsung 8 kg, 5 Star, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW80T4040CE1TL, Hygiene Steam, White, Awarded as Washing Machine Brand of the year)","₹32,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-Inverter-Hygiene-Fully-Automatic-WW80T4040CE1TL/dp/B09KGW3NWL/ref=sr_1_26?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-26
Whirlpool,Whirlpool 8 Kg 5 Star Stainwash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS H 8 KG GREY 10YMW with In-Built Heater),"₹19,290",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Whirlpool-Stainwash-SW-ROYAL-PLUS/dp/B0CMZHRF3M/ref=sr_1_27?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-27
Samsung,"Samsung 7 kg, 5 star, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW70R20GLSS/TL, DA SILVER, Awarded as Washing Machine Brand of the year)","₹29,990",-,"FREE delivery
Only 2 left in stock.",Available,https://www.amazon.in/Samsung-Inverter-Fully-Automatic-WW70R20GLSS-TL/dp/B0CNRPZK92/ref=sr_1_28?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-28
Voltas,"Voltas Beko, A Tata Product 6.5 Kg Fully-Automatic Top Loading Washing Machine with Dual Waterfall (WTL6504UEA/DPBPOA, Dark Grey)","₹14,500",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Voltas-Beko-Fully-Automatic-WTL6504UEA-DPBPOA/dp/B0CDG54327/ref=sr_1_29?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-29
Whirlpool,Whirlpool 9 Kg 5 Star BloomWash Royal Plus Fully Automatic Top Load Washing Machine (BW ROYAL PLUS H 9 KG GREY 10YMW with In-Built Heater),"₹23,340",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Whirlpool-BloomWash-BW-ROYAL-PLUS/dp/B0CMZHKF8W/ref=sr_1_30?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-30
Haier,"Haier 8 Kg 5 Star Inverter Motor Fully Automatic Front Load Washing Machine Appliance (HW80-IM12929C, 525 Super Drum, Puri Steam, 2023 Model, White)","₹31,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Haier-Automatic-Washing-Inverter-HW80-IM12929C/dp/B09QT66RXS/ref=sr_1_31?dib=eyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266947&sr=8-31
Haier,"Haier 7 Kg 5 Star Fully Automatic Top Load Washing Machine (HWM70-AE, Oceanus Wave Drum, 2023 Model, Moon Light Grey)","₹14,690",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfYnRmOjMwMDEyODM1Mjk5NDQzMjo6MDo6&url=%2FHaier-Automatic-Washing-HWM70-AE-Moonlight%2Fdp%2FB08ZJHJ5DJ%2Fref%3Dsr_1_32_sspa%3Fdib%3DeyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Panasonic,"Panasonic 6 Kg 5 Star Fully-Automatic Top Load Washing Machine ( NA-F60LF1HRB, Grey, Durable Metal Body, 8 Wash Program, Aquabeat wash technology, One touch smart wash, 2022 model)","₹13,790",-,"FREE delivery by Thu, 18 Apr, 7:00 am - 3:00 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzUyODI2OTgxNTk5MTA2OjE3MTMyNjY5NDg6c3BfYnRmOjIwMTAxODAzNTg2NDk4OjowOjo&url=%2FPanasonic-Fully-Automatic-Loading-Washing-NA-F60LF1HRB%2Fdp%2FB08B9756FB%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.Z_B7RgEZbME9-ddSMS6drkx1txAl_HdB-RXS6YRgJFwTzsU22YgqTQ7PAZl3PtWdNhI3rNM-6wBliUuL1lz8Tfi-7m0vqGcyD8FD6LbJ8Zd4ssovwNs6ok-UfuZzJppUsmaRoiX8lmUXU6Cphoro3rpfulB2Kx4zubQfnI3qxqIFktyZ1lyYf2Ya-GVMZiip.WfacmmMaxYfQlTseJiUDeNiD_9-OTSLJiCpWLJaSOzQ%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266947%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
